Token,BIO_Tag
rekening,O
atas,O
nama,O
Mohammad,O
Hary,O
Prastomo,O
nomor,O
rekening,O
531810043004,O
121,O
satu,O
lembar,O
dokumen,O
mutasi,O
rekening,O
atas,O
nama,O
Mohammad,O
Hary,O
Prastomo,O
nomor,O
rekening,O
531810043004,O
13,O
1,O
satu,O
bundel,O
dokumen,O
izin,O
lokasi,O
PT,O
Kansai,O
Prima,O
Global,O
141,O
satu,O
bundel,O
dokumen,O
Akta,O
Pendirian,O
Perseroan,O
Terbatas,O
PT,O
Kansai,O
Prima,O
Global,O
Nomor,O
39,O
tanggal,O
28,O
Februari,O
2020,O
15,O
1,O
satu,O
bundel,O
dokumen,O
SK,O
Menkeh,O
Akta,O
Pendirian,O
tanggal,O
04,O
Maret,O
2020,O
16,O
1,O
satu,O
bundel,O
dokumen,O
perusahaan,O
PT,O
Kansai,O
Prima,O
Global,O
17,O
1,O
satu,O
bundel,O
dokumen,O
perusahaan,O
PT,O
Prima,O
Global,O
Sinagrika,O
18,O
1,O
satu,O
bundel,O
dokumen,O
perusahaan,O
PT,B-ORG
Daya,I-ORG
Sourchingworldwide,I-ORG
191,O
satu,B-QUANTITY
buah,I-QUANTITY
buku,O
tabungan,O
Bank,O
BRI,O
dengan,O
nomor,O
rekening,O
141401000100561,O
atas,O
nama,O
Mohammad,O
Hary,O
Prastomo,O
201,O
satu,O
buah,O
buku,O
tabungan,O
Bank,O
BRI,O
dengan,O
nomor,O
rekening,O
052501000326563,O
atas,O
nama,O
Mohammad,O
Hary,O
Prastomo,O
211,O
satu,O
buah,O
buku,O
tabungan,O
Bank,O
BNI,O
dengan,O
nomor,O
rekening,O
126140893,O
atas,O
nama,O
PT,O
Kansai,O
Prima,O
Global,O
221,O
satu,O
buah,O
buku,O
tabungan,O
Bank,O
Mandiri,O
dengan,O
nomor,O
rekening,O
1260009838326,O
atas,O
nama,O
PT,O
Kansai,O
Prima,O
Global,O
23,O
1,O
satu,O
buah,O
buku,O
tabungan,O
Bank,O
Mandiri,O
dengan,O
nomor,O
rekening,O
1260005807168,O
atas,O
nama,O
Mohammad,O
Hary,O
Prastomo,O
241,O
satu,O
buah,O
buku,O
tabungan,O
Bank,O
Mandiri,O
dengan,O
nomor,O
rekening,O
1240006342597,O
atas,O
nama,O
Mohammad,O
Hary,O
Prastomo,O
251,O
satu,O
buah,O
buku,O
tabungan,O
Bank,O
Mandiri,O
dengan,O
nomor,O
rekening,O
1270009739606,O
atas,O
nama,O
PT,O
Prima,O
Global,O
Sinargrika,O
26,O
1,O
satu,O
buah,O
buku,O
tabungan,O
Bank,O
Danamon,O
dengan,O
nomor,O
rekening,O
003603192984,O
atas,O
nama,O
Mohammad,O
Hary,O
Prastomo,O
271,O
satu,O
buah,O
buku,O
tabungan,O
Bank,O
BCA,O
dengan,O
nomor,O
rekening,O
5240298874,O
atas,O
nama,O
Mohammad,O
Hary,O
Prastomo,O
281,O
satu,O
buah,O
buku,O
tabungan,O
Bank,O
BCA,O
dengan,O
nomor,O
rekening,O
2060519946,O
atas,O
nama,O
Mohammad,O
Hary,O
Prastomo,O
291,O
satu,O
buah,O
Buku,O
Cek,O
Bank,O
DKI,O
KL,O
Fatmawati,O
30,O
1,O
satu,O
buah,O
Buku,O
Cek,O
Bank,O
BCA,O
nomor,O
rekening,O
0700211533,O
atas,O
nama,O
PT,O
Kansai,O
Prima,O
Global,O
311,O
satu,O
buah,O
Buku,O
Cek,O
Bank,O
BRI,O
nomor,O
rekening,O
052501000337302,O
atas,O
nama,O
PT,O
Kansai,O
Prima,O
Global,O
32,O
1,O
satu,O
buah,O
Buku,O
Cek,O
Bank,O
BRI,O
nomor,O
rekening,O
19301002596301,O
atas,O
nama,O
PT,O
Prima,O
Global,O
Sinargrika,O
33,O
1,O
satu,O
buah,O
Buku,O
Cek,O
Bank,O
Mandiri,O
Cabang,O
Woltermongonsidi,O
341,O
satu,O
buah,O
Buku,O
Cek,O
Bank,O
OCBC,O
PT,O
Kansai,O
Prima,O
Global,O
Agar,O
tetap,O
terlampir,O
dalam,O
berkas,O
perkara,O
35,O
1,O
satu,O
unit,O
handphone,O
Samsung,B-MISC
A13,I-MISC
warna,O
abuabu,O
nomor,O
IMEI,O
352192660799874,O
36,O
1,O
satu,O
unit,O
handphone,O
Samsung,B-MISC
S22,I-MISC
Ultra,I-MISC
warna,O
hitam,O
nomor,O
IMEI,O
351814970102603,O
37,O
1,O
satu,O
buah,O
kartu,O
SIM,O
Card,O
Simpati,O
MSISDN,O
t62,O
8111960369,O
38,O
1,O
satu,O
buah,O
kartu,O
SIM,O
Card,O
Simpati,O
MSISDN,O
t62,O
81212,O
330708,O
39,O
1,O
satu,O
buah,O
handphone,O
Oppo,B-MISC
A12,I-MISC
warna,O
hitam,O
dengan,O
nomor,O
IMEI,O
863634042822132,O
dan,O
863634042822124,O
40,O
1,O
satu,O
buah,O
SIM,O
Card,O
Telkomsel,O
ICCID,O
621005812519347000,O
41,O
1,O
satu,O
buah,O
memory,O
card,O
merek,O
Vgen,O
kapasitas,O
32,O
Gb,O
42,O
1,O
satu,O
buah,O
handphone,O
Oppo,B-MISC
A15s,I-MISC
warna,O
biru,O
dengan,O
nomor,O
IMEI,O
860591050156378,O
dan,O
860591050156360,O
43,O
1,O
satu,O
buah,O
SIM,O
Card,O
Telkomsel,O
ICCID,O
0025000004544860,O
44,O
1,O
satu,O
buah,O
SIM,O
Card,O
XL,O
ICCID,O
896211533164k247408028,O
45,O
1,O
satu,O
buah,O
memory,O
card,O
merek,O
Vgen,O
kapasitas,O
8,O
Gb,O
46,O
1,O
satu,O
buah,O
Kartu,O
Debit,O
Bank,O
Mandiri,O
Platinum,O
dengan,O
nomor,O
seri,O
4837968802984095,O
47,O
1,O
satu,O
buah,O
Kartu,O
Debit,O
Bank,O
Mandiri,O
Platinum,O
dengan,O
nomor,O
seri,O
4617003706267870,O
481,O
satu,O
buah,O
Kartu,O
Debit,O
Bank,O
BNI,O
Gold,O
dengan,O
nomor,O
seri,O
5371760220883804,O
491,O
satu,O
buah,O
Kartu,O
Debit,O
Giro,O
Bank,O
BRI,O
dengan,O
nomor,O
seri,O
5221849700726005,O
501,O
satu,O
buah,O
Kartu,O
Debit,O
Giro,O
Bank,O
BRI,O
dengan,O
nomor,O
seri,O
5221847700724103,O
Masingmasing,O
dirampas,O
untuk,O
dimusnahkan,O
51,O
1,O
satu,O
buah,O
KTP,O
atas,O
nama,O
JOUNRY,O
LITO,O
NANLOHY,O
dengan,O
NIK,O
8171012601730004,O
Dikembalikan,O
kepada,O
Terdakwa,O
Membebankan,O
kepada,O
Terdakwa,O
membayar,O
biaya,O
perkara,O
sebesar,O
Rp500000,O
lima,O
ribu,O
rupiah,O
Membaca,O
Putusan,O
Pengadilan,O
Negeri,O
Jakarta,O
Selatan,O
Nomor,O
366PidSus2023PN,O
JKTSEL,O
tanggal,O
3,B-DATE
Oktober,I-DATE
2023,I-DATE
yang,O
amar,O
lengkapnya,O
sebagai,O
berikut,O
1,O
Menyatakan,O
ia,O
Terdakwa,O
JOUNRY,O
LITO,O
NANLOHY,O
tidak,O
terbukti,O
secara,O
sah,O
dan,O
meyakinkan,O
bersalah,O
melakukan,O
tindak,O
pidana,O
sebagaimana,O
Dakwaan,O
Kesatu,O
Pertama,O
atau,O
Kedua,O
Penuntut,O
Umum,O
Membebaskan,O
ia,O
Terdakwa,O
JOUNRY,O
LITO,O
NANLOHY,O
dari,O
dakwaan,O
tersebut,O
Menyatakan,O
Terdakwa,O
JOUNRY,O
LITO,O
NANLOHY,O
telah,O
terbukti,O
secara,O
sah,O
dan,O
meyakinkan,O
bersalah,O
melakukan,O
tindak,O
pidana,O
Turut,O
serta,O
melakukan,O
pencucian,O
uang,O
sebagaimana,O
Dakwaan,O
Kedua,O
Penuntut,O
Umum,O
Menjatuhkan,O
pidana,O
kepada,O
Terdakwa,O
JOUNRY,O
LITO,O
NANLOHY,O
oleh,O
karena,O
itu,O
dengan,O
pidana,O
penjara,O
selama,O
1,O
satu,O
tahun,O
dan,O
denda,O
sejumlah,O
Rp50000000000,O
lima,O
ratus,O
juta,O
rupiah,O
dengan,O
catatan,O
apabila,O
tidak,O
mampu,O
dibayar,O
maka,O
diganti,O
dengan,O
kurungan,O
selama,O
2,O
dua,O
bulan,O
Menetapkan,O
masa,O
penangkapan,O
dan,O
penahanan,O
yang,O
telah,O
dijalani,O
Terdakwa,O
dikurangkan,O
sepenuhnya,O
dari,O
pidana,O
yang,O
dijatuhkan,O
Menetapkan,O
Terdakwa,O
tetap,O
ditahan,O
Menetapkan,O
barang,O
bukti,O
berupa,O
Barang,O
bukti,O
nomor,O
1,O
sampai,O
dengan,O
nomor,O
34,O
agar,O
tetap,O
terlampir,O
dalam,O
berkas,O
perkara,O
Barang,O
bukti,O
nomor,O
35,O
sampai,O
dengan,O
nomor,O
50,O
masingmasing,O
dirampas,O
untuk,O
dimusnahkan,O
Barang,O
bukti,O
nomor,O
51,O
dikembalikan,O
kepada,O
Terdakwa,O
Selengkapnya,O
sebagaimana,O
dalam,O
Tuntutan,O
Pidana,O
Penuntut,O
Umum,O
pada,O
Kejaksaan,O
Negeri,O
Jakarta,O
Selatan,O
tanggal,O
29,O
September,O
2023,O
8,O
Membebankan,O
kepada,O
Terdakwa,O
untuk,O
membayar,O
biaya,O
perkara,O
sejumlah,O
Rp500000,O
lima,O
ribu,O
rupiah,O
Membaca,O
Putusan,O
Pengadilan,O
Tinggi,O
DKI,O
Jakarta,O
Nomor,O
279PIDSUS2023PT,O
DKI,O
tanggal,O
15,O
November,O
2023,O
yang,O
amar,O
lengkapnya,O
sebagai,O
berikut,O
Menerima,O
permintaan,O
banding,O
dari,O
Penuntut,O
Umum,O
Menguatkan,O
Putusan,O
Pengadilan,O
Negeri,O
Jakarta,O
Selatan,O
Nomor,O
366PidSus2023PN,O
JktSel,O
tanggal,O
3,O
Oktober,O
2023,O
yang,O
dimintakan,O
banding,O
tersebut,O
Menetapkan,O
masa,O
penangkapan,O
dan,O
penahanan,O
yang,O
telah,O
dijalani,O
Terdakwa,O
dikurangkan,O
seluruhnya,O
dari,O
pidana,O
yang,O
dijatuhkan,O
Menetapkan,O
Terdakwa,O
tetap,O
ditahan,O
Membebankan,O
Terdakwa,O
untuk,O
membayar,O
biaya,O
perkara,O
di,O
kedua,O
tingkat,O
pengadilan,O
yang,O
untuk,O
tingkat,O
banding,O
sejumlah,O
Rp500000,O
lima,O
ribu,O
rupiah,O
Membaca,O
Akta,O
Permohonan,O
Kasasi,O
Nomor,O
83AktaPid2023,O
IPNJktSel,O
yang,O
dibuat,O
oleh,O
Panitera,O
pada,O
Pengadilan,O
Negeri,O
Jakarta,O
Selatan,O
yang,O
menerangkan,O
bahwa,O
pada,O
tanggal,O
14,O
Desember,O
2023,O
Penuntut,O
Umum,O
pada,O
Kejaksaan,O
Negeri,O
Jakarta,O
Selatan,O
mengajukan,O
permohonan,O
kasasi,O
terhadap,O
putusan,O
Pengadilan,O
Tinggi,O
DKI,O
Jakarta,O
tersebut,O
Membaca,O
Memori,O
Kasasi,O
tanggal,O
28,O
Desember,O
2023,O
dari,O
Penuntut,O
Umum,O
pada,O
Kejaksaan,O
Negeri,O
Jakarta,O
Selatan,O
tersebut,O
sebagai,O
Pemohon,O
Kasasi,O
yang,O
diterima,O
di,O
Kepaniteraan,O
Pengadilan,O
Negeri,O
Jakarta,O
Selatan,O
pada,O
tanggal,O
28,O
Desember,O
2023,O
Membaca,O
pula,O
suratsurat,O
lain,O
yang,O
bersangkutan,O
Menimbang,O
bahwa,O
putusan,O
Pengadilan,O
Tinggi,O
DKI,O
Jakarta,O
tersebut,O
telah,O
diberitahukan,O
kepada,O
Penuntut,O
Umum,O
pada,O
Kejaksaan,O
Negeri,O
Jakarta,O
Selatan,O
pada,O
tanggal,O
30,O
November,O
2023,O
dan,O
Penuntut,O
Umum,O
tersebut,O
mengajukan,O
permohonan,O
kasasi,O
pada,O
tanggal,O
14,O
Desember,O
2023,O
serta,O
memori,O
kasasinya,O
telah,O
diterima,O
di,O
Kepaniteraan,O
Pengadilan,O
Negeri,O
Jakarta,O
Selatan,O
pada,O
tanggal,O
28,O
Desember,O
2023,O
Dengan,O
demikian,O
permohonan,O
kasasi,O
beserta,O
dengan,O
alasanalasannya,O
telah,O
diajukan,O
dalam,O
tenggang,O
waktu,O
dan,O
dengan,O
cara,O
menurut,O
undangundang,O
oleh,O
karena,O
itu,O
permohonan,O
kasasi,O
Penuntut,O
Umum,O
tersebut,O
secara,O
formal,O
dapat,O
diterima,O
Menimbang,O
bahwa,O
alasan,O
kasasi,O
yang,O
diajukan,O
Pemohon,O
Kasasi,O
Penuntut,O
Umum,O
dalam,O
memori,O
kasasi,O
selengkapnya,O
termuat,O
dalam,O
berkas,O
perkara,O
Menimbang,O
bahwa,O
terhadap,O
alasan,O
kasasi,O
yang,O
diajukan,O
Pemohon,O
KasasiPenuntut,O
Umum,O
tersebut,O
Mahkamah,O
Agung,O
berpendapat,O
sebagai,O
berikut,O
Bahwa,O
alasan,O
kasasi,O
Penuntut,O
Umum,O
pada,O
pokoknya,O
adalah,O
mengenai,O
judex,O
facti,O
tidak,O
menerapkan,O
hukum,O
atau,O
menerapkan,O
hukum,O
tidak,O
sebagaimana,O
mestinya,O
yaitu,O
judex,O
facti,O
salah,O
dalam,O
mempertimbangkan,O
dakwaan,O
Penuntut,O
Umum,O
dengan,O
menyatakan,O
Terdakwa,O
telah,O
terbukti,O
bersalah,O
melakukan,O
perbuatan,O
sebagaimana,O
dalam,O
Dakwaan,O
Kedua,O
menurut,O
Penuntut,O
Umum,O
berdasakan,O
fakta,O
yang,O
terungkap,O
di,O
persidangan,O
maka,O
dakwaan,O
yang,O
tepat,O
adalah,O
Dakwaan,O
Kesatu,O
Pertama,O
dan,O
Kedua,O
Bahwa,O
alasan,O
kasasi,O
Penuntut,O
Umum,O
tidak,O
dapat,O
dibenarkan,O
karena,O
judex,O
facti,O
tidak,O
salah,O
dalam,O
menerapkan,O
hukum,O
judex,O
facti,O
telah,O
mengadili,O
Terdakwa,O
dalam,O
perkara,O
a,O
guo,O
sesuai,O
hukum,O
acara,O
pidana,O
yang,O
berlaku,O
serta,O
tidak,O
melampaui,O
kewenangannya,O
Bahwa,O
dari,O
keterangan,O
para,O
saksi,O
dan,O
Terdakwa,O
dihubungkan,O
dengan,O
barang,O
bukti,O
maka,O
diperoleh,O
fakta,O
sebagai,O
berikut,O
e,O
Bahwa,O
sejak,O
tahun,O
2020,O
Terdakwa,O
telah,O
meminta,O
nomor,O
rekening,O
bank,O
kepada,O
saksi,O
Mohammad,O
Hary,O
Prastomo,O
yang,O
akan,O
digunakan,O
untuk,O
menerima,O
transferan,O
dana,O
dari,O
luar,O
negeri,O
dari,O
Mr,O
Boy,O
DPO,O
yang,O
berada,O
di,O
luar,O
negeri,O
Bahwa,O
saksi,O
Mohammad,O
Hary,O
Prastomo,O
memberikan,O
nomor,O
rekening,O
Bank,O
DKI,O
nomor,O
41908005261,O
atas,O
nama,O
PT,O
Kansai,O
Prima,O
Global,O
yang,O
mana,O
rekening,O
tersebut,O
dibuka,O
oleh,O
saksi,O
Mohammad,O
Hary,O
Prastomo,O
di,O
Bank,O
DKI,O
Cabang,O
ITC,O
Fatmawati,O
dalam,O
kapasitasnya,O
sebagai,O
Direktur,O
PT,O
Kansai,O
Prima,O
Global,O
Bahwa,O
pada,O
tanggal,O
15,O
April,O
2021,O
Mr,O
Boy,O
DPO,O
menghubungi,O
Terdakwa,O
melalui,O
Whatsapp,O
yang,O
memberitahukan,O
bahwa,O
ada,O
uang,O
masuk,O
ke,O
rekening,O
41908005261,O
Bank,O
DKI,O
atas,O
nama,O
PT,O
Kansai,O
Prima,O
Global,O
sebesar,O
33802,O
tiga,O
puluh,O
tiga,O
ribu,O
delapan,O
ratus,O
dua,O
US,O
Dollar,O
atau,O
setara,O
dengan,O
Rp48450000000,O
empat,O
ratus,O
delapan,O
puluh,O
empat,O
juta,O
lima,O
ratus,O
ribu,O
rupiah,O
dan,O
meminta,O
Terdakwa,O
agar,O
melakukan,O
penarikan,O
dari,O
rekening,O
tersebut,O
atas,O
informasi,O
tersebut,O
lalu,O
Terdakwa,O
menghubungi,O
saksi,O
Mohammad,O
Hary,O
Prastomo,O
untuk,O
menarik,O
dana,O
yang,O
masuk,O
tersebut,O
yang,O
mana,O
oleh,O
saksi,O
Mohammad,O
Hary,O
Prastomo,O
dana,O
tersebut,O
ditarik,O
tanggal,O
16,O
April,O
2021,O
dengan,O
mempergunakan,O
2,O
dua,O
lembar,O
cek,O
lalu,O
diserahkan,O
kepada,O
Terdakwa,O
sedangkan,O
saksi,O
Mohammad,O
Hary,O
Prastomo,O
mendapat,O
komisi,O
sebesar,O
Rp1800000000,O
delapan,O
belas,O
juta,O
rupiah,O
yang,O
selanjutnya,O
atas,O
perintah,O
dari,O
Mr,O
Boy,O
DPO,O
uang,O
tersebut,O
diserahkan,O
kepada,O
saksi,O
Francis,O
Chukwuma,O
Achor,O
di,O
KFC,B-LOC
Blok,I-LOC
M,I-LOC
Bahwa,I-LOC
atas,I-LOC
perintah,I-LOC
Mr,I-LOC
Boy,I-LOC
DPO,I-LOC
saksi,I-LOC
Francis,I-LOC
Chukwuma,I-LOC
Achor,I-LOC
menyerahkan,O
uang,O
yang,O
diterimanya,O
dari,O
Terdakwa,O
kepada,O
seseorang,O
yang,O
tidak,O
dikenal,O
di,O
Pasar,B-LOC
Tanah,I-LOC
Abang,I-LOC
yang,O
ciricirinya,O
diberitahu,O
oleh,O
Mr,O
Boy,O
DPO,O
Bahwa,O
akibat,O
perbuatan,O
Terdakwa,O
bersama,O
dengan,O
Mr,O
Boy,O
DPO,O
saksi,O
Mohammad,O
Hary,O
Prastomo,O
saksi,O
Francis,O
Chukwuma,O
Achor,O
tersebut,O
mengakibatkan,O
kerugian,O
pada,O
MTrade,O
Ltd,O
sebesar,O
33802,O
tiga,O
puluh,O
tiga,O
ribu,O
delapan,O
ratus,O
dua,O
US,O
Dollar,O
atau,O
setara,O
dengan,O
Rp48450000000,O
empat,O
ratus,O
delapan,O
puluh,O
empat,O
juta,O
lima,O
ratus,O
ribu,O
rupiah,O
e,O
Bahwa,O
dalam,O
perkara,O
ini,O
peran,O
Terdakwa,O
adalah,O
melaksanakan,O
perintah,O
dari,O
Mr,O
Boy,O
DPO,O
untuk,O
menerima,O
aliran,O
uang,O
dan,O
membagi,O
uang,O
yang,O
telah,O
masuk,O
rekening,O
dan,O
untuk,O
itu,O
Terdakwa,O
mendapatkan,O
fee,O
sebesar,O
Rp1800000000,O
delapan,O
belas,O
juta,O
rupiah,O
Bahwa,O
berdasarkan,O
fakta,O
tersebut,O
di,O
atas,O
maka,O
perbuatan,O
materiil,O
Terdakwa,O
telah,O
memenuhi,O
kualifikasi,O
tindak,O
pidana,O
turut,O
serta,O
melakukan,O
pencucian,O
uang,O
melanggar,O
Pasal,O
5,O
UndangUndang,O
Nomor,O
8,O
Tahun,O
2010,O
tentang,O
Pencegahan,O
dan,O
Pemberantasan,O
Tindak,O
Pidana,O
Pencucian,O
Uang,O
juncto,O
Pasal,O
55,O
Ayat,O
1,O
ke1,O
KUHP,O
Bahwa,O
pertimbangan,O
judex,O
facti,O
Pengadilan,O
Tingkat,O
Banding,O
yang,O
mengambil,O
alih,O
dan,O
menguatkan,O
pertimbangan,O
judex,O
facti,O
Pengadilan,O
Tingkat,O
Pertama,O
adalah,O
sudah,O
tepat,O
dan,O
benar,O
Berdasarkan,O
fakta,O
di,O
persidangan,O
diketahui,O
Terdakwa,O
telah,O
mempunyai,O
sikap,O
batin,O
satu,O
tujuan,O
dengan,O
Mr,O
Boy,O
DPO,O
dalam,O
melakukan,O
tindak,O
pidana,O
pencucian,O
uang,O
yang,O
merugikan,O
MTrade,O
Ltd,O
sebesar,O
33802,O
tiga,O
puluh,O
tiga,O
ribu,O
delapan,O
ratus,O
dua,O
US,O
Dollar,O
atau,O
setara,O
dengan,O
Rp48450000000,O
empat,O
ratus,O
delapan,O
puluh,O
empat,O
juta,O
lima,O
ratus,O
ribu,O
rupiah,O
Bahwa,O
terhadap,O
alasan,O
kasasi,O
Penuntut,O
Umum,O
mengenai,O
judex,O
facti,O
salah,O
dalam,O
menerapkan,O
hukum,O
adalah,O
alasan,O
yang,O
tidak,O
berdasarkan,O
hukum,O
Pertimbangan,O
judex,O
facti,O
menyatakan,O
Terdakwa,O
terbukti,O
bersalah,O
melakukan,O
perbuatan,O
pidana,O
sebagaimana,O
dalam,O
Dakwaan,O
Kedua,O
Penuntut,O
Umum,O
adalah,O
sudah,O
dengan,O
mempertimbangkan,O
minimal,O
2,O
dua,O
alat,O
bukti,O
yang,O
sah,O
sebagaimana,O
ditentukan,O
dalam,O
Pasal,O
183,O
KUHAP,O
serta,O
telah,O
berdasarkan,O
pada,O
fakta,O
di,O
persidangan,O
yang,O
relevan,O
secara,O
yuridis,O
Bahwa,O
selain,O
itu,O
alasan,O
kasasi,O
Penuntut,O
Umum,O
tersebut,O
tidak,O
dapat,O
dibenarkan,O
selain,O
karena,O
pengulangan,O
fakta,O
yang,O
telah,O
dipertimbangkan,O
oleh,O
judex,O
facti,O
mengenai,O
penilaian,O
hasil,O
pembuktian,O
yang,O
bersifat,O
penghargaan,O
tentang,O
sesuatu,O
kenyataan,O
Hal,O
tersebut,O
tidak,O
dapat,O
dipertimbangkan,O
dalam,O
pemeriksaan,O
tingkat,O
kasasi,O
karena,O
pemeriksaan,O
tingkat,O
kasasi,O
hanya,O
berkenaan,O
dengan,O
tidak,O
diterapkannya,O
suatu,O
peraturan,O
hukum,O
atau,O
peraturan,O
hukum,O
tidak,O
diterapkan,O
sebagaimana,O
mestinya,O
atau,O
apakah,O
cara,O
mengadili,O
tidak,O
dilaksanakan,O
menurut,O
ketentuan,O
undangundang,O
dan,O
apakah,O
pengadilan,O
telah,O
melampaui,O
batas,O
wewenangnya,O
sebagaimana,O
yang,O
dimaksud,O
dalam,O
Pasal,O
253,O
Ayat,O
1,O
KUHAP,O
Menimbang,O
bahwa,O
berdasarkan,O
pertimbangan,O
tersebut,O
dan,O
ternyata,O
pula,O
putusan,O
judex,O
facti,O
dalam,O
perkara,O
ini,O
tidak,O
bertentangan,O
dengan,O
hukum,O
danatau,O
undangundang,O
maka,O
permohonan,O
kasasi,O
tersebut,O
dinyatakan,O
ditolak,O
Menimbang,O
bahwa,O
karena,O
Terdakwa,O
dipidana,O
maka,O
dibebani,O
untuk,O
membayar,O
biaya,O
perkara,O
pada,O
tingkat,O
kasasi,O
Mengingat,O
Pasal,O
5,O
UndangUndang,O
Nomor,O
8,O
Tahun,O
2010,O
tentang,O
Pencegahan,O
dan,O
Pemberantasan,O
Tindak,O
Pidana,O
Pencucian,O
Uang,O
juncto,O
Pasal,O
55,O
Ayat,O
1,O
ke1,O
KUHP,O
UndangUndang,O
Nomor,O
8,O
Tahun,O
1981,O
tentang,O
Hukum,O
Acara,O
Pidana,O
UndangUndang,O
Nomor,O
48,O
Tahun,O
2009,O
tentang,O
Kekuasaan,O
Kehakiman,O
dan,O
UndangUndang,O
Nomor,O
14,O
Tahun,O
1985,O
tentang,O
Mahkamah,O
Agung,O
sebagaimana,O
telah,O
diubah,O
dengan,O
UndangUndang,O
Nomor,O
5,O
Tahun,O
2004,O
dan,O
Perubahan,O
Kedua,O
dengan,O
UndangUndang,O
Nomor,O
3,O
Tahun,O
2009,O
serta,O
peraturan,O
perundangundangan,O
lain,O
yang,O
bersangkutan,O
MENGADILI,O
Menolak,O
permohonan,O
kasasi,O
dari,O
Pemohon,O
KasasiPENUNTUT,O
UMUM,O
PADA,O
KEJAKSAAN,B-ORG
NEGERI,I-ORG
JAKARTA,I-ORG
SELATAN,I-ORG
tersebut,O
Membebankan,O
kepada,O
Terdakwa,O
untuk,O
membayar,O
biaya,O
perkara,O
pada,O
tingkat,O
kasasi,O
sebesar,O
Rp250000,O
dua,O
ribu,O
lima,O
ratus,O
rupiah,O
Demikianlah,O
diputuskan,O
dalam,O
rapat,O
musyawarah,O
Majelis,O
Hakim,O
pada,O
hari,O
Kamis,O
tanggal,O
25,O
Januari,O
2024,O
oleh,O
Suharto,O
SH,O
MHum,O
Hakim,O
Agung,O
yang,O
ditetapkan,O
oleh,O
Ketua,O
Mahkamah,O
Agung,O
sebagai,O
Ketua,O
Majelis,O
Dr,B-PER
Yanto,I-PER
SH,I-PER
MH,I-PER
dan,O
Jupriyadi,O
SH,O
MHum,O
HakimHakim,O
Agung,O
sebagai,O
HakimHakim,O
Anggota,O
putusan,O
tersebut,O
diucapkan,O
dalam,O
sidang,O
terbuka,O
untuk,O
umum,O
pada,O
hari,O
dan,O
tanggal,O
itu,O
juga,O
oleh,O
Ketua,O
Majelis,O
yang,O
dihadiri,O
HakimHakim,O
Anggota,O
serta,O
Setia,B-PER
Sri,I-PER
Mariana,I-PER
SH,I-PER
MH,I-PER
Panitera,O
Pengganti,O
dengan,O
tidak,O
dihadiri,O
oleh,O
Penuntut,O
Umum,O
dan,O
Terdakwa,O
HakimHakim,O
Anggota,O
Ketua,O
Majelis,O
Ttd,O
Ttd,O
Dr,O
Yanto,O
SH,O
MH,O
Suharto,O
SH,O
MHum,O
Ttd,O
Jupriyadi,O
SH,O
MHum,O
Panitera,O
Pengganti,O
Ttd,O
Setia,O
Sri,O
Mariana,O
SH,O
MH,O
Untuk,O
Salinan,O
Mahkamah,O
Agung,O
RI,O
atas,O
nama,O
Panitera,O
Panitera,O
Muda,O
Pidana,O
Khusus,O
Dr,B-PER
Sudharmawatiningsih,I-PER
SH,I-PER
MHum,I-PER
NIP,O
19611010,O
198612,O
2,O
001,O
PUTUSAN,O
Nomor,O
850,O
PKPidSus2022,O
DEMI,O
KEADILAN,O
BERDASARKAN,O
KETUHANAN,O
YANG,O
MAHA,O
ESA,O
MAHKAMAH,O
AGUNG,O
memeriksa,O
perkara,O
tindak,O
pidana,O
khusus,O
pada,O
pemeriksaan,O
peninjauan,O
kembali,O
yang,O
dimohonkan,O
oleh,O
Terpidana,O
telah,O
memutus,O
perkara,O
Terpidana,O
Nama,O
WAWAN,B-PER
MUHARAM,I-PER
Tempat,O
lahir,O
Jakarta,O
Umurtanggal,O
lahir,O
50,O
tahun19,O
Maret,O
1969,O
Jenis,O
kelamin,O
1,O
Lakilaki,O
Kewarganegaraan,O
Indonesia,O
Tempat,O
tinggal,O
1,O
Jl,B-LOC
Dahlia,I-LOC
2,I-LOC
Nomor,I-LOC
6,I-LOC
RT,I-LOC
01RW,I-LOC
05,I-LOC
Beji,I-LOC
Timur,I-LOC
Depok,B-LOC
Agama,O
Islam,O
Pekerjaan,O
1,O
Konsultan,O
Terpidana,O
diajukan,O
di,O
depan,O
persidangan,O
Pengadilan,O
Negeri,O
Jakarta,O
Timur,O
karena,O
didakwa,O
dengan,O
dakwaan,O
sebagai,O
berikut,O
KESATU,O
1,O
Perbuatan,O
Terdakwa,B-PER
diatur,O
dan,O
diancam,O
pidana,O
dalam,O
Pasal,B-MISC
378,I-MISC
KUHP,I-MISC
juncto,O
Pasal,O
55,O
ayat,O
1,O
ke1,O
KUHP,O
ATAU,O
KEDUA,O
1,O
Perbuatan,O
Terdakwa,O
diatur,O
dan,O
diancam,O
pidana,O
dalam,O
Pasal,B-MISC
372,I-MISC
KUHP,I-MISC
juncto,O
Pasal,O
55,O
ayat,O
1,O
ke1,O
KUHP,O
DAN,O
KETIGA,O
Perbuatan,O
Terdakwa,O
diatur,O
dan,O
diancam,O
pidana,O
dalam,O
Pasal,O
3,O
UndangUndang,O
Nomor,O
8,O
Tahun,O
2010,O
tentang,O
Pencegahan,O
dan,O
Pemberantasan,O
